experiment,method,delta_ratio,trial,hausdorff,status,predicted_num_chgpts,estimated_changepoints,true_changepoints
M3,WERM,3.0,11,0.195,ok,1,317,200
M3,WERM,3.0,12,0.09666666666666666,ok,1,258,200
M3,WERM,3.0,13,0.023333333333333334,ok,1,214,200
M3,WERM,3.0,14,0.105,ok,1,263,200
M3,WERM,3.0,15,0.18,ok,1,308,200
M3,WERM,3.0,16,0.04,ok,1,224,200
M3,WERM,3.0,17,0.015,ok,1,209,200
M3,WERM,3.0,18,0.125,ok,1,275,200
M3,WERM,3.0,19,0.19166666666666668,ok,1,315,200
M3,WERM,3.0,20,0.15333333333333332,ok,1,292,200
M3,WERM,3.0,21,0.025,ok,1,215,200
M3,WERM,3.0,22,0.21,ok,1,326,200
M3,WERM,3.0,23,0.12333333333333334,ok,1,274,200
M3,WERM,3.0,24,0.058333333333333334,ok,1,235,200
M3,WERM,3.0,25,0.11,ok,1,266,200
M3,WERM,3.0,26,0.15666666666666668,ok,1,294,200
M3,WERM,3.0,27,0.18666666666666668,ok,1,312,200
M3,WERM,3.0,28,0.12166666666666667,ok,1,273,200
M3,WERM,3.0,29,0.09666666666666666,ok,1,258,200
M3,WERM,4.0,0,0.1925,ok,1,420,266
M3,WERM,4.0,1,0.26625,ok,1,479,266
M3,WERM,4.0,2,0.13625,ok,1,375,266
M3,WERM,4.0,3,0.08,ok,1,330,266
M3,WERM,4.0,4,0.30125,ok,1,507,266
M3,WERM,4.0,5,0.1225,ok,1,364,266
M3,WERM,4.0,6,0.04125,ok,1,299,266
M3,WERM,4.0,7,0.16,ok,1,394,266
M3,WERM,4.0,8,0.15875,ok,1,393,266
M3,WERM,4.0,9,0.04625,ok,1,303,266
M3,WERM,4.0,10,0.1425,ok,1,380,266
M3,WERM,4.0,11,0.08,ok,1,330,266
M3,WERM,4.0,12,0.1325,ok,1,372,266
M3,WERM,4.0,13,0.07625,ok,1,327,266
M3,WERM,4.0,14,0.10125,ok,1,347,266
M3,WERM,4.0,15,0.10625,ok,1,351,266
M3,WERM,4.0,16,0.14625,ok,1,383,266
M3,WERM,4.0,17,0.08375,ok,1,333,266
M3,WERM,4.0,18,0.13875,ok,1,377,266
M3,WERM,4.0,19,0.105,ok,1,350,266
M3,WERM,4.0,20,0.18625,ok,1,415,266
M3,WERM,4.0,21,0.20375,ok,1,429,266
M3,WERM,4.0,22,0.085,ok,1,334,266
M3,WERM,4.0,23,0.1025,ok,1,348,266
M3,WERM,4.0,24,0.2425,ok,1,460,266
M3,WERM,4.0,25,0.20875,ok,1,433,266
M3,WERM,4.0,26,0.105,ok,1,350,266
M3,WERM,4.0,27,0.2025,ok,1,428,266
M3,WERM,4.0,28,0.04625,ok,1,303,266
M3,WERM,4.0,29,0.20125,ok,1,427,266
M3,WERM,5.0,0,0.017,ok,1,350,333
M3,WERM,5.0,1,0.043,ok,1,376,333
M3,WERM,5.0,2,0.143,ok,1,476,333
M3,WERM,5.0,3,0.189,ok,1,522,333
M3,WERM,5.0,4,0.135,ok,1,468,333
M3,WERM,5.0,5,0.135,ok,1,468,333
M3,WERM,5.0,6,0.098,ok,1,431,333
M3,WERM,5.0,7,0.066,ok,1,399,333
M3,WERM,5.0,8,0.105,ok,1,438,333
M3,WERM,5.0,9,0.113,ok,1,446,333
M3,WERM,5.0,10,0.161,ok,1,494,333
M3,WERM,5.0,11,0.086,ok,1,419,333
M3,WERM,5.0,12,0.15,ok,1,483,333
M3,WERM,5.0,13,0.061,ok,1,394,333
M3,WERM,5.0,14,0.126,ok,1,459,333
M3,WERM,5.0,15,0.01,ok,1,343,333
M3,WERM,5.0,16,0.19,ok,1,523,333
M3,WERM,5.0,17,0.146,ok,1,479,333
M3,WERM,5.0,18,0.175,ok,1,508,333
M3,WERM,5.0,19,0.092,ok,1,425,333
M3,WERM,5.0,20,0.006,ok,1,339,333
M3,WERM,5.0,21,0.177,ok,1,510,333
M3,WERM,5.0,22,0.006,ok,1,327,333
M3,WERM,5.0,23,0.06,ok,1,393,333
M3,WERM,5.0,24,0.173,ok,1,506,333
M3,WERM,5.0,25,0.038,ok,1,371,333
M3,WERM,5.0,26,0.145,ok,1,478,333
M3,WERM,5.0,27,0.255,ok,1,588,333
M3,WERM,5.0,28,0.093,ok,1,426,333
M3,WERM,5.0,29,0.045,ok,1,378,333
M3,WERM,6.0,0,0.145,ok,1,574,400
M3,WERM,6.0,1,0.14166666666666666,ok,1,570,400
M3,WERM,6.0,2,0.08,ok,1,496,400
M3,WERM,6.0,3,0.10916666666666666,ok,1,531,400
M3,WERM,6.0,4,0.0225,ok,1,373,400
M3,WERM,6.0,5,0.12583333333333332,ok,1,551,400
M3,WERM,6.0,6,0.015833333333333335,ok,1,381,400
M3,WERM,6.0,7,0.04083333333333333,ok,1,449,400
M3,WERM,6.0,8,0.07166666666666667,ok,1,486,400
M3,WERM,6.0,9,0.16333333333333333,ok,1,596,400
M3,WERM,6.0,10,0.051666666666666666,ok,1,462,400
M3,WERM,6.0,11,0.06666666666666667,ok,1,480,400
M3,WERM,6.0,12,0.1275,ok,1,553,400
M3,WERM,6.0,13,0.1275,ok,1,553,400
M3,WERM,6.0,14,0.08833333333333333,ok,1,506,400
M3,WERM,6.0,15,0.07083333333333333,ok,1,485,400
M3,WERM,6.0,16,0.15166666666666667,ok,1,582,400
M3,WERM,6.0,17,0.12333333333333334,ok,1,548,400
M3,WERM,6.0,18,0.015833333333333335,ok,1,419,400
M3,WERM,6.0,19,0.005,ok,1,406,400
M3,WERM,6.0,20,0.09583333333333334,ok,1,515,400
M3,WERM,6.0,21,0.165,ok,1,598,400
M3,WERM,6.0,22,0.03,ok,1,436,400
M3,WERM,6.0,23,0.11,ok,1,532,400
M3,WERM,6.0,24,0.12166666666666667,ok,1,546,400
M3,WERM,6.0,25,0.13333333333333333,ok,1,560,400
M3,WERM,6.0,26,0.15416666666666667,ok,1,585,400
M3,WERM,6.0,27,0.17,ok,1,604,400
M3,WERM,6.0,28,0.11583333333333333,ok,1,539,400
M3,WERM,6.0,29,0.060833333333333336,ok,1,473,400
M3,WERM,7.0,0,0.10285714285714286,ok,1,610,466
M3,WERM,7.0,1,0.10642857142857143,ok,1,615,466
M3,WERM,7.0,2,0.0007142857142857143,ok,1,467,466
M3,WERM,7.0,3,0.15785714285714286,ok,1,687,466
M3,WERM,7.0,4,0.027142857142857142,ok,1,504,466
M3,WERM,7.0,5,0.027142857142857142,ok,1,504,466
M3,WERM,7.0,6,0.008571428571428572,ok,1,454,466
M3,WERM,7.0,7,0.15857142857142856,ok,1,688,466
M3,WERM,7.0,8,0.06142857142857143,ok,1,552,466
M3,WERM,7.0,9,0.09071428571428572,ok,1,593,466
M3,WERM,7.0,10,0.047857142857142855,ok,1,533,466
M3,WERM,7.0,11,0.09428571428571429,ok,1,598,466
M3,WERM,7.0,12,0.21928571428571428,ok,1,773,466
M3,WERM,7.0,13,0.23285714285714285,ok,1,792,466
M3,WERM,7.0,14,0.21,ok,1,760,466
M3,WERM,7.0,15,0.13285714285714287,ok,1,652,466
M3,WERM,7.0,16,0.007857142857142858,ok,1,455,466
M3,WERM,7.0,17,0.12857142857142856,ok,1,646,466
M3,WERM,7.0,18,0.02142857142857143,ok,1,496,466
M3,WERM,7.0,19,0.15428571428571428,ok,1,682,466
M3,WERM,7.0,20,0.1742857142857143,ok,1,710,466
M3,WERM,7.0,21,0.08857142857142856,ok,1,590,466
M3,WERM,7.0,22,0.065,ok,1,557,466
M3,WERM,7.0,23,0.105,ok,1,613,466
M3,WERM,7.0,24,0.045714285714285714,ok,1,530,466
M3,WERM,7.0,25,0.11357142857142857,ok,1,625,466
M3,WERM,7.0,26,0.21357142857142858,ok,1,765,466
M3,WERM,7.0,27,0.14714285714285713,ok,1,672,466
M3,WERM,7.0,28,0.09214285714285714,ok,1,595,466
M3,WERM,7.0,29,0.15571428571428572,ok,1,684,466
M3,WERM,8.0,0,0.056875,ok,1,624,533
M3,WERM,8.0,1,0.173125,ok,1,810,533
M3,WERM,8.0,2,0.011875,ok,1,552,533
M3,WERM,8.0,3,0.0325,ok,1,585,533
M3,WERM,8.0,4,0.104375,ok,1,700,533
M3,WERM,8.0,5,0.078125,ok,1,658,533
M3,WERM,8.0,6,0.17875,ok,1,819,533
M3,WERM,8.0,7,0.015625,ok,1,558,533
M3,WERM,8.0,8,0.06375,ok,1,635,533
M3,WERM,8.0,9,0.203125,ok,1,858,533
M3,WERM,8.0,10,0.104375,ok,1,700,533
M3,WERM,8.0,11,0.15875,ok,1,787,533
M3,WERM,8.0,12,0.189375,ok,1,836,533
M3,WERM,8.0,13,0.155625,ok,1,782,533
M3,WERM,8.0,14,0.05125,ok,1,615,533
M3,WERM,8.0,15,0.105,ok,1,701,533
M3,WERM,8.0,16,0.0925,ok,1,681,533
M3,WERM,8.0,17,0.0075,ok,1,521,533
M3,WERM,8.0,18,0.068125,ok,1,642,533
M3,WERM,8.0,19,0.08,ok,1,661,533
M3,WERM,8.0,20,0.0975,ok,1,689,533
M3,WERM,8.0,21,0.07375,ok,1,651,533
M3,WERM,8.0,22,0.054375,ok,1,620,533
M3,WERM,8.0,23,0.071875,ok,1,648,533
M3,WERM,8.0,24,0.096875,ok,1,688,533
M3,WERM,8.0,25,0.16125,ok,1,791,533
M3,WERM,8.0,26,0.133125,ok,1,746,533
M3,WERM,8.0,27,0.031875,ok,1,584,533
M3,WERM,8.0,28,0.0275,ok,1,577,533
M3,WERM,8.0,29,0.08125,ok,1,663,533
M3,WERM,9.0,0,0.01,ok,1,618,600
M3,WERM,9.0,1,0.04555555555555556,ok,1,682,600
M3,WERM,9.0,2,0.059444444444444446,ok,1,707,600
M3,WERM,9.0,3,0.06666666666666667,ok,1,720,600
M3,WERM,9.0,4,0.03611111111111111,ok,1,665,600
M3,WERM,9.0,5,0.095,ok,1,771,600
M3,WERM,9.0,6,0.19055555555555556,ok,1,943,600
M3,WERM,9.0,7,0.06277777777777778,ok,1,713,600
M3,WERM,9.0,8,0.08555555555555555,ok,1,754,600
M3,WERM,9.0,9,0.07888888888888888,ok,1,742,600
M3,WERM,9.0,10,0.18,ok,1,924,600
M3,WERM,9.0,11,0.1238888888888889,ok,1,823,600
M3,WERM,9.0,12,0.10277777777777777,ok,1,785,600
M3,WERM,9.0,13,0.20666666666666667,ok,1,972,600
M3,WERM,9.0,14,0.09555555555555556,ok,1,772,600
M3,WERM,9.0,15,0.011666666666666667,ok,1,579,600
M3,WERM,9.0,16,0.04,ok,1,672,600
M3,WERM,9.0,17,0.044444444444444446,ok,1,680,600
M3,WERM,9.0,18,0.09111111111111111,ok,1,764,600
M3,WERM,9.0,19,0.1938888888888889,ok,1,949,600
M3,WERM,9.0,20,0.06388888888888888,ok,1,715,600
M3,WERM,9.0,21,0.12,ok,1,816,600
M3,WERM,9.0,22,0.18,ok,1,924,600
M3,WERM,9.0,23,0.04611111111111111,ok,1,683,600
M3,WERM,9.0,24,0.03277777777777778,ok,1,659,600
M3,WERM,9.0,25,0.07833333333333334,ok,1,741,600
M3,WERM,9.0,26,0.10722222222222222,ok,1,793,600
M3,WERM,9.0,27,0.07222222222222222,ok,1,730,600
M3,WERM,9.0,28,0.08722222222222223,ok,1,757,600
M3,WERM,9.0,29,0.0033333333333333335,ok,1,606,600
M3,WERM,10.0,0,0.0755,ok,1,817,666
M3,WERM,10.0,1,0.0005,ok,1,665,666
M3,WERM,10.0,2,0.0065,ok,1,679,666
M3,WERM,10.0,3,0.1875,ok,1,1041,666
M3,WERM,10.0,4,0.0075,ok,1,651,666
M3,WERM,10.0,5,0.0885,ok,1,843,666
M3,WERM,10.0,6,0.104,ok,1,874,666
M3,WERM,10.0,7,0.152,ok,1,970,666
M3,WERM,10.0,8,0.022,ok,1,710,666
M3,WERM,10.0,9,0.031,ok,1,728,666
M3,WERM,10.0,10,0.132,ok,1,930,666
M3,WERM,10.0,11,0.0695,ok,1,805,666
M3,WERM,10.0,12,0.015,ok,1,696,666
M3,WERM,10.0,13,0.089,ok,1,844,666
M3,WERM,10.0,14,0.1235,ok,1,913,666
M3,WERM,10.0,15,0.0725,ok,1,811,666
M3,WERM,10.0,16,0.0535,ok,1,773,666
M3,WERM,10.0,17,0.009,ok,1,648,666
M3,WERM,10.0,18,0.14,ok,1,946,666
M3,WERM,10.0,19,0.0235,ok,1,713,666
M3,WERM,10.0,20,0.033,ok,1,732,666
M3,WERM,10.0,21,0.0075,ok,1,651,666
M3,WERM,10.0,22,0.0505,ok,1,767,666
M3,WERM,10.0,23,0.094,ok,1,854,666
M3,WERM,10.0,24,0.107,ok,1,880,666
M3,WERM,10.0,25,0.135,ok,1,936,666
M3,WERM,10.0,26,0.068,ok,1,802,666
M3,WERM,10.0,27,0.025,ok,1,716,666
M3,WERM,10.0,28,0.063,ok,1,792,666
M3,WERM,10.0,29,0.07,ok,1,806,666
